timestamp,length
0.421,70574
0.421,73345
0.423,59468
0.425,58565
0.427,68109
0.428,80496
0.43,67454
0.433,37660
0.435,75145
0.437,62226
0.439,60539
0.44,54239
0.442,44660
0.443,85332
0.444,87414
0.445,73299
0.447,56391
0.447,79490
0.448,88491
0.449,75640
0.45,66641
0.451,70096
0.454,59028
0.454,71471
0.455,69965
0.457,54567
0.457,71860
0.458,56616
0.46,57736
0.462,67650
0.462,58349
0.464,70405
0.465,45900
0.466,77604
0.468,37923
0.469,54372
0.47,90645
0.471,47803
0.472,65641
0.473,76451
0.473,83621
0.474,68194
0.476,48429
0.476,67251
0.478,70977
0.479,81867
0.48,85674
0.481,75367
0.483,50629
0.483,59174
0.484,71485
0.485,53326
0.486,47110
0.487,63695
0.489,66447
0.49,83677
0.492,53398
0.493,66658
0.494,60493
0.495,56794
0.497,75822
0.499,59102
0.501,75421
0.502,72139
0.502,65787
0.503,80707
0.504,54657
0.505,52453
0.507,51847
0.508,76435
0.51,71610
0.511,59318
0.512,83335
0.513,79936
0.514,72834
0.516,74531
0.517,66769
0.518,71480
0.518,92077
0.519,75949
0.521,76904
0.522,76789
0.523,68857
0.525,75340
0.525,72215
0.527,59379
0.528,92088
0.53,66446
0.531,84389
0.533,57961
0.534,64331
0.536,50307
0.538,53544
0.54,59751
0.541,80843
0.543,71578
0.545,63434
0.546,80412
0.547,66192
0.547,62043
0.549,56590
0.551,61657
0.552,68120
0.553,62294
0.554,58405
0.555,76079
0.557,74396
0.557,69488
0.558,82060
0.559,69354
0.56,74483
0.562,64618
0.563,52228
0.564,68455
0.565,54061
0.566,69081
0.567,53732
0.569,65252
0.569,83064
0.571,64789
0.572,68132
0.573,58230
0.574,65718
0.575,54158
0.576,82906
0.577,53338
0.578,73001
0.579,68425
0.579,59104
0.58,51321
0.582,68440
0.583,63421
0.584,56238
0.585,64476
0.586,57044
0.589,34961
0.59,47478
0.591,51916
0.593,68219
0.594,55074
0.595,71655
0.596,60865
0.597,67900
0.599,69737
0.601,63827
0.602,53607
0.603,85780
0.603,83604
0.605,57861
0.605,86059
0.607,53932
0.608,78725
0.609,70668
0.611,78991
0.613,59732
0.614,62379
0.615,67813
0.616,58320
0.617,77372
0.618,67178
0.619,64407
0.621,66569
0.622,50967
0.623,76109
0.623,69193
0.624,67964
0.626,58517
0.627,48196
0.628,55272
0.631,59966
0.631,73346
0.632,60268
0.633,65813
0.634,58055
0.635,61822
0.636,77778
0.637,76544
0.638,75039
0.639,47407
0.64,66769
0.642,40907
0.644,74449
0.644,69748
0.646,65845
0.648,62240
0.65,49515
0.651,87469
0.652,56877
0.654,54967
0.655,60483
0.657,64973
0.658,72636
0.659,54377
0.66,83737
0.662,63325
0.663,70819
0.664,86002
0.665,65717
0.666,71150
0.667,58347
0.667,81108
0.67,57056
0.671,68799
0.672,55092
0.673,54041
0.676,61406
0.677,74651
0.679,54658
0.679,68045
0.68,62600
0.682,53842
0.682,85557
0.683,77197
0.683,57118
0.685,64634
0.686,49147
0.687,56958
0.689,72151
0.691,41397
0.692,41112
0.693,62072
0.694,60640
0.695,93092
0.697,45375
0.698,66427
0.699,74931
0.7,67865
0.701,74991
0.703,74670
0.705,60750
0.706,81148
0.707,77194
0.709,73179
0.711,56702
0.711,54889
0.713,66158
0.715,43299
0.716,81328
0.718,54494
0.718,68518
0.72,56704
0.72,48536
0.722,62949
0.722,65498
0.724,71744
0.725,56678
0.726,79545
0.728,69286
0.729,68958
0.731,68360
0.732,64461
0.733,75021
0.734,74758
0.735,69021
0.736,83562
0.738,65529
0.739,77785
0.74,65228
0.741,82820
0.742,73960
0.743,80193
0.743,67103
0.744,61667
0.745,59588
0.748,55202
0.749,41117
0.75,75146
0.751,61004
0.752,84942
0.753,57634
0.754,60873
0.756,69891
0.757,48308
0.758,67311
0.76,52367
0.761,61631
0.762,55789
0.763,59357
0.766,54885
0.767,58543
0.769,47947
0.769,82583
0.773,37809
0.773,58418
0.775,74009
0.776,76475
0.777,58403
0.779,55775
0.781,75040
0.782,88868
0.783,83966
0.784,69780
0.785,63706
0.785,55601
0.787,71947
0.789,56878
0.789,80918
0.791,66551
0.792,73622
0.792,69378
0.793,76418
0.794,73931
0.795,76505
0.797,62485
0.797,98430
0.798,77747
0.8,60788
0.802,53350
0.804,82875
0.804,48975
0.805,67488
0.806,72245
0.807,76992
0.808,80739
0.809,73144
0.81,56152
0.811,76998
0.812,64338
0.813,82180
0.814,61751
0.815,72957
0.816,63467
0.817,54548
0.819,67064
0.82,59941
0.821,80093
0.823,62474
0.824,67127
0.826,56860
0.827,75414
0.828,67953
0.83,40856
0.832,52380
0.834,66781
0.834,70143
0.835,72081
0.836,66997
0.837,61277
0.839,53238
0.841,61083
0.843,61548
0.844,66531
0.845,62089
0.846,84143
0.847,70877
0.848,69245
0.849,53457
0.85,59395
0.851,73707
0.852,78243
0.855,46473
0.858,53394
0.859,73130
0.861,68904
0.862,65559
0.863,58237
0.864,53100
0.866,62066
0.867,46738
0.867,62228
0.868,59436
0.869,65252
0.87,66019
0.871,84587
0.872,46149
0.873,48403
0.874,67173
0.875,79371
0.876,53555
0.878,58245
0.879,67786
0.88,71941
0.882,72175
0.883,76238
0.885,51036
0.886,58569
0.887,57330
0.889,67123
0.889,55277
0.892,67835
0.895,55391
0.896,51158
0.898,71762
0.899,91253
0.901,47435
0.902,74771
0.903,48931
0.905,68858
0.905,62104
0.908,61055
0.908,70688
0.91,77519
0.911,63677
0.911,65003
0.913,83253
0.914,43338
0.916,82613
0.916,69988
0.918,59927
0.92,59520
0.921,94087
0.922,85632
0.923,91884
0.924,66389
0.925,55420
0.926,63475
0.926,75657
0.927,68505
0.928,72498
0.929,83807
0.93,55753
0.931,67607
0.932,54556
0.933,61714
0.935,63079
0.937,46482
0.938,78190
0.94,60439
0.941,54301
0.942,62944
0.943,70872
0.945,66810
0.946,61899
0.947,67739
0.948,79197
0.95,46310
0.951,65803
0.953,67959
0.954,67565
0.956,73021
0.957,74092
0.958,52473
0.96,60009
0.96,51118
0.961,81925
0.964,48651
0.964,64318
0.965,57899
0.966,51162
0.967,74578
0.968,67222
0.97,70645
0.97,84595
0.972,65696
0.973,60681
0.974,78175
0.977,63678
0.978,71656
0.979,85419
0.98,77894
0.98,60234
0.981,51327
0.982,77469
0.983,69072
0.985,70845
0.986,66908
0.987,61117
0.988,70954
0.989,47464
0.991,64251
0.992,55829
0.993,56013
0.994,76733
0.995,83940
0.996,77391
0.998,43953
1,64616
1.001,49508
1.002,77675
1.002,51962
1.004,72959
1.005,55666
1.007,41888
1.008,70533
1.01,79075
1.01,88173
1.013,52476
1.013,63794
1.015,44381
1.016,67524
1.017,76464
1.019,78892
1.02,68398
1.022,54855
1.022,72838
1.023,60847
1.025,59881
1.027,64433
1.028,59748
1.029,58850
1.03,78391
1.031,78933
1.033,69296
1.034,81780
1.035,65641
1.037,46847
1.038,74448
1.04,58340
1.041,81860
1.043,47330
1.044,56382
1.045,67638
1.046,61411
1.048,47827
1.049,59794
1.051,55044
1.053,71771
1.054,45166
1.055,68401
1.056,67449
1.057,79684
1.058,81222
1.059,61821
1.06,75347
1.061,47347
1.062,48791
1.063,79424
1.064,62609
1.064,63363
1.065,86845
1.066,59208
1.067,78392
1.069,63558
1.07,77114
1.072,56995
1.073,60840
1.074,50315
1.076,64831
1.077,74143
1.078,70035
1.079,78524
1.08,62358
1.083,51155
1.084,54217
1.085,67599
1.086,74935
1.087,75310
1.088,59544
1.09,69782
1.091,63695
1.092,69629
1.094,53983
1.096,77142
1.096,81362
1.098,75524
1.1,71863
1.1,56898
1.101,76527
1.102,78387
1.104,82204
1.104,73590
1.105,56603
1.106,77029
1.109,57853
1.109,50888
1.11,59907
1.111,75574
1.113,81129
1.115,58279
1.116,49656
1.117,51655
1.118,85192
1.119,61926
1.121,73026
1.123,59205
1.124,62099
1.126,53867
1.127,54791
1.128,91702
1.13,66588
1.13,78726
1.131,60211
1.133,53458
1.134,60221
1.134,69599
1.136,65485
1.137,62164
1.138,66859
1.138,72957
1.14,59117
1.143,52316
1.144,67383
1.146,61215
1.147,76793
1.148,75390
1.149,84735
1.15,68461
1.152,65340
1.153,77128
1.154,65603
1.155,67384
1.156,57891
1.157,80304
1.159,80274
1.16,69670
1.16,64292
1.161,85385
1.161,60477
1.162,71940
1.163,84475
1.165,80931
1.167,64161
1.168,68055
1.169,49069
1.17,50655
1.173,52242
1.175,64426
1.176,73779
1.179,42873
1.18,72245
1.181,57674
1.182,90949
1.182,59567
1.183,66477
1.184,60712
1.187,47671
1.188,74918
1.19,65108
1.191,55898
1.193,59381
1.194,50656
1.196,73075
1.197,81234
1.2,53788
1.201,67656
1.202,65333
1.203,64392
1.204,76811
1.205,73029
1.206,63021
1.208,46198
1.21,65903
1.21,74815
1.212,67583
1.214,53019
1.215,78294
1.217,66316
1.218,62541
1.219,44784
1.22,47540
1.221,64591
1.222,54882
1.223,68611
1.225,68397
1.226,68897
1.228,56945
1.23,70458
1.231,56748
1.232,49890
1.233,60876
1.234,50582
1.234,73281
1.236,54284
1.236,70481
1.238,72664
1.239,64085
1.241,55074
1.242,70299
1.242,65284
1.243,69652
1.245,60951
1.246,66077
1.249,62976
1.251,75974
1.252,76741
1.253,68671
1.255,70573
1.256,71706
1.258,49486
1.259,57594
1.26,69944
1.261,61972
1.263,83854
1.266,65697
1.267,64709
1.268,64143
1.269,77559
1.269,71066
1.271,63283
1.272,62164
1.274,77434
1.275,53098
1.276,71257
1.277,73945
1.278,74461
1.28,59229
1.281,74783
1.281,59081
1.283,46910
1.284,57910
1.286,83295
1.287,62427
1.287,47465
1.29,63680
1.293,63830
1.294,68688
1.294,70432
1.295,46416
1.297,64854
1.299,58421
1.3,58209
1.302,60098
1.303,68941
1.304,59385
1.305,72214
1.306,51007
1.306,76294
1.308,65099
1.309,66225
1.31,63140
1.312,61452
1.312,53268
1.314,72181
1.315,76281
1.316,69182
1.317,61261
1.319,60538
1.32,78295
1.321,74755
1.323,42783
1.324,59163
1.325,45376
1.327,53646
1.328,70651
1.329,66208
1.331,52662
1.332,72504
1.334,66822
1.335,69424
1.337,53699
1.339,59458
1.34,58194
1.34,69163
1.342,75290
1.342,77191
1.344,68294
1.345,83998
1.348,47564
1.35,81533
1.35,53885
1.351,57901
1.353,45305
1.354,63421
1.355,76517
1.356,60447
1.356,65710
1.357,80581
1.359,74491
1.36,58479
1.362,57517
1.363,77649
1.364,60452
1.365,86167
1.366,82806
1.368,59696
1.37,60340
1.371,58330
1.373,64804
1.375,46871
1.376,65835
1.377,61783
1.379,61428
1.38,83659
1.381,60028
1.382,52211
1.383,72026
1.384,65322
1.384,62734
1.385,64652
1.388,55733
1.389,63696
1.39,55571
1.391,50119
1.392,53421
1.393,63378
1.394,55976
1.396,50128
1.397,82062
1.399,60602
1.4,47280
1.401,57252
1.404,37246
1.405,61661
1.407,68941
1.408,82028
1.409,52162
1.41,76992
1.412,53342
1.413,71319
1.414,53231
1.415,71410
1.418,63462
1.421,38932
1.422,70217
1.425,52794
1.425,75517
1.426,78031
1.428,54142
1.429,50551
1.43,73499
1.431,82720
1.432,79626
1.434,64455
1.435,69038
1.436,65210
1.437,53461
1.438,75219
1.439,45306
1.44,62605
1.441,75279
1.442,68626
1.443,68999
1.443,68962
1.445,47576
1.447,76092
1.448,73416
1.449,75523
1.45,72538
1.451,68829
1.451,88758
1.452,73589
1.453,70005
1.456,51057
1.456,75375
1.458,54248
1.46,68727
1.461,68327
1.463,67901
1.465,50332
1.466,72983
1.467,58427
1.467,68014
1.468,76165
1.469,65070
1.471,68062
1.472,59534
1.473,51529
1.474,86779
1.475,50202
1.476,61349
1.477,59166
1.478,69712
1.481,40395
1.482,79845
1.483,70383
1.484,72518
1.485,62667
1.487,53087
1.488,87860
1.489,74116
1.489,70327
1.49,63764
1.492,74463
1.492,58222
1.493,88907
1.495,55675
1.496,77451
1.497,80023
1.499,67087
1.5,58330
1.501,68068
1.503,76655
1.504,75123
1.505,72107
1.506,65990
1.508,53327
1.509,53116
1.511,60500
1.512,72831
1.513,71223
1.514,51686
1.515,72267
1.517,69847
1.518,74948
1.52,58561
1.521,66834
1.522,62083
1.522,55349
1.524,53588
1.526,63531
1.527,59883
1.529,60165
1.531,65252
1.531,55624
1.533,76334
1.534,73997
1.535,89092
1.537,53487
1.538,70540
1.54,61870
1.541,74783
1.542,58442
1.544,68548
1.546,76920
1.547,62537
1.548,55605
1.548,78731
1.55,62666
1.552,50607
1.553,75093
1.554,57214
1.557,65768
1.559,59963
1.561,62495
1.562,85055
1.564,65847
1.567,40704
1.568,44647
1.569,62114
1.571,73939
1.572,60282
1.573,65794
1.575,60216
1.577,61566
1.579,57248
1.581,66134
1.583,50674
1.584,67561
1.585,87446
1.587,60848
1.588,39181
1.589,54938
1.59,73911
1.591,45828
1.593,66455
1.595,60134
1.596,56477
1.597,55165
1.598,71836
1.598,53684
1.599,54709
1.6,56860
1.601,84095
1.602,67004
1.603,57078
1.605,61351
1.608,55626
1.608,58698
1.609,79274
1.61,74592
1.61,45159
1.611,81262
1.612,70659
1.613,57482
1.614,54371
1.615,72949
1.616,60824
1.617,81044
1.618,66111
1.619,88176
1.62,78268
1.621,67117
1.622,79942
1.624,69557
1.625,66783
1.626,45921
1.627,72280
1.628,60711
1.629,52819
1.631,53884
1.632,78982
1.633,51973
1.634,90735
1.635,69806
1.636,65692
1.636,69029
1.637,73659
1.638,69393
1.639,69704
1.641,51097
1.641,67388
1.643,92318
1.644,59887
1.645,66922
1.646,65794
1.649,37712
1.65,67901
1.652,57016
1.653,53877
1.653,67335
1.654,71052
1.656,64754
1.657,69419
1.658,46982
1.659,59009
1.661,71804
1.664,70536
1.664,70601
1.665,73063
1.668,69761
1.67,65073
1.671,69015
1.672,79344
1.674,51565
1.675,66403
1.676,70090
1.677,65670
1.68,41307
1.681,47166
1.681,61598
1.682,82700
1.683,71131
1.683,84444
1.685,61387
1.686,64898
1.687,49197
1.688,50236
1.689,69033
1.69,74816
1.693,50541
1.694,72226
1.695,60854
1.695,75614
1.696,68595
1.696,69813
1.697,92552
1.699,50842
1.7,54449
1.701,66539
1.702,77716
1.703,57181
1.703,60188
1.706,55709
1.707,57079
1.709,70069
1.71,73237
1.711,48991
1.714,62386
1.715,59383
1.716,73623
1.718,59822
1.72,89379
1.721,71263
1.722,59984
1.723,91243
1.724,59802
1.725,63661
1.726,72696
1.728,44783
1.729,75107
1.731,70649
1.731,67590
1.734,47139
1.735,81635
1.737,54274
1.738,60357
1.739,70285
1.741,60352
1.744,51394
1.745,46941
1.746,69743
1.748,80479
1.749,72613
1.751,61857
1.752,61026
1.754,67844
1.755,67937
1.756,54040
1.757,56188
1.757,70124
1.758,53814
1.76,59206
1.761,75234
1.762,50533
1.763,63045
1.764,61367
1.767,45599
1.768,65687
1.769,56507
1.771,64478
1.772,75132
1.773,60970
1.774,80378
1.775,77566
1.777,51551
1.778,51307
1.779,56878
1.781,81810
1.782,82288
1.783,63134
1.784,78857
1.785,48704
1.787,61380
1.787,60418
1.788,76110
1.789,59937
1.791,73628
1.792,71405
1.793,61653
1.795,68263
1.796,74340
1.797,72106
1.798,66461
1.799,46913
1.799,59130
1.801,65197
1.802,62567
1.803,59687
1.804,50075
1.805,57310
1.806,80400
1.807,56441
1.808,63672
1.81,53066
1.811,50292
1.813,53722
1.814,55810
1.815,56676
1.816,50994
1.818,51085
1.819,73228
1.82,67762
1.821,71953
1.822,56253
1.823,68629
1.825,87064
1.826,76535
1.827,81677
1.828,66795
1.829,70061
1.83,44425
1.831,68910
1.832,56931
1.833,65269
1.834,59917
1.836,64871
1.838,70820
1.839,63068
1.84,57229
1.841,53195
1.843,52493
1.844,54848
1.845,62184
1.847,59160
1.848,73629
1.849,66942
1.85,69913
1.851,55179
1.852,50731
1.853,77234
1.854,83147
1.856,71482
1.857,60949
1.859,52724
1.86,50101
1.862,65737
1.862,70397
1.863,58222
1.864,72881
1.866,60575
1.869,72089
1.869,51465
1.87,66576
1.873,52361
1.874,77567
1.876,63325
1.876,88927
1.877,66677
1.878,62299
1.879,52718
1.881,57639
1.882,67109
1.883,51172
1.885,44856
1.886,78750
1.888,51789
1.889,49425
1.891,62322
1.892,80284
1.894,65021
1.895,50457
1.896,75461
1.897,45928
1.899,69104
1.9,77069
1.901,72750
1.902,64757
1.903,73866
1.905,59290
1.905,63274
1.906,68104
1.908,67349
1.909,71426
1.91,56163
1.911,71993
1.912,53559
1.914,65542
1.915,72731
1.916,68014
1.918,61567
1.919,63860
1.921,76356
1.922,53768
1.923,55925
1.925,69521
1.927,63957
1.928,49446
1.931,57264
1.932,62891
1.934,54538
1.935,61206
1.938,56936
1.938,61438
1.94,62285
1.942,67068
1.942,59692
1.944,79625
1.946,58193
1.947,73147
1.947,52168
1.948,55220
1.949,67972
1.951,70506
1.952,68209
1.953,80999
1.954,59293
1.955,65865
1.956,43861
1.957,72836
1.959,50187
1.96,62435
1.961,72485
1.962,69622
1.963,64383
1.964,83594
1.965,73060
1.967,66159
1.969,60376
1.971,64107
1.972,75148
1.973,87301
1.974,43818
1.976,74382
1.977,60522
1.978,62206
1.98,61892
1.98,60009
1.981,68330
1.982,65294
1.983,75508
1.985,73426
1.986,56020
1.987,66814
1.988,65849
1.989,71564
1.989,54968
1.991,63468
1.993,75256
1.994,80073
1.995,65924
1.996,65029
1.999,38394
2,51585
2.001,74603
2.002,68219
2.003,67632
2.004,59876
2.005,74702
2.006,59766
2.006,80776
2.008,73170
2.009,49972
2.01,78008
2.011,60723
2.012,60729
2.013,56674
2.015,64979
2.016,52219
2.018,82878
2.019,73554
2.02,72771
2.021,60851
2.022,44795
2.023,85959
2.024,50349
2.026,63445
2.027,91911
2.028,69982
2.029,70023
2.03,79317
2.031,71628
2.033,65002
2.034,50588
2.035,57630
2.036,81696
2.037,68769
2.038,68888
2.038,104108
2.039,73368
2.04,78356
2.042,69585
2.043,69198
2.044,73703
2.045,63269
2.046,62878
2.049,67950
2.05,77269
2.051,61551
2.052,54417
2.053,78241
2.055,69357
2.055,57872
2.057,65584
2.058,64563
2.06,69219
2.061,68468
2.062,52537
2.063,63460
2.065,73368
2.067,66112
2.067,75579
2.068,72037
2.07,65785
2.072,65327
2.073,68423
2.074,81948
2.075,70176
2.078,46660
2.079,51321
2.08,61558
2.081,68875
2.082,85131
2.084,63530
2.086,73452
2.086,49261
2.088,68022
2.089,62884
2.09,61093
2.092,71894
2.092,53033
2.093,77903
2.094,69140
2.095,73150
2.096,48198
2.098,87465
2.099,77296
2.099,72397
2.1,60899
2.101,71151
2.102,82102
2.104,58610
2.105,68973
2.107,62219
2.11,56128
2.111,72541
2.112,59296
2.114,70196
2.116,60291
2.118,60326
2.119,60469
2.12,67046
2.121,46951
2.123,51326
2.125,69126
2.126,81288
2.127,60530
2.129,72736
2.13,61658
2.131,75309
2.134,62134
2.136,59363
2.138,65589
2.139,83790
2.141,34785
2.142,57298
2.145,46659
2.146,65181
2.148,83066
2.149,74316
2.151,59593
2.152,58257
2.153,74900
2.153,78087
2.155,65662
2.157,64033
2.158,49661
2.16,65336
2.162,65424
2.163,61701
2.165,60914
2.165,67080
2.166,73020
2.167,49223
2.169,45320
2.17,59276
2.171,81811
2.173,57193
2.174,60177
2.175,68226
2.176,45734
2.177,78261
2.178,73398
2.178,57654
2.179,64455
2.182,58143
2.182,62716
2.183,87997
2.184,74881
2.185,51906
2.185,51052
2.186,62442
2.186,72684
2.187,56149
2.188,55447
2.19,49496
2.191,68262
2.192,64703
2.193,50721
2.194,83704
2.195,47896
2.197,69400
2.198,60385
2.201,54340
2.202,89871
2.203,75065
2.205,52927
2.206,77270
2.208,65085
2.209,75545
2.21,88369
2.211,51135
2.212,70266
2.214,75700
2.215,78913
2.216,51176
2.216,64434
2.217,55035
2.218,71282
2.22,56931
2.221,58962
2.223,64238
2.224,45403
2.225,62113
2.227,53233
2.229,58237
2.229,79699
2.231,76148
2.232,79694
2.232,69594
2.233,64230
2.234,61807
2.236,56909
2.237,64567
2.237,69220
2.238,63920
2.24,42948
2.24,55509
2.243,74627
2.243,78280
2.244,76400
2.246,73054
2.247,52270
2.249,56809
2.252,56675
2.253,75308
2.255,58522
2.257,65391
2.258,77801
2.26,59266
2.263,58427
2.265,54306
2.267,57297
2.27,53331
2.27,72353
2.272,74429
2.274,75498
2.278,46703
2.278,57515
2.281,61934
2.283,71218
2.284,67935
2.286,54018
2.286,61217
2.288,56998
2.288,72328
2.289,80665
2.29,68694
2.293,78367
2.293,56229
2.296,51402
2.297,64928
2.3,69268
2.303,53168
2.305,65884
2.306,74301
2.309,57052
2.311,54789
2.313,56329
2.313,79727
2.314,53558
2.317,54355
2.318,62871
2.319,71693
2.32,59441
2.322,42522
2.323,78302
2.324,70067
2.325,73021
2.326,71876
2.326,60555
2.327,61476
2.327,78589
2.328,58748
2.329,65634
2.33,52310
2.331,71648
2.333,77035
2.334,66954
2.335,67145
2.337,64914
2.337,62197
2.339,84996
2.341,56681
2.342,58609
2.343,50555
2.344,53757
2.346,77970
2.347,45694
2.348,64832
2.35,75555
2.351,60188
2.352,60636
2.353,61089
2.354,59962
2.355,81065
2.357,77911
2.358,50813
2.359,78149
2.36,67165
2.362,61312
2.363,63436
2.365,60204
2.366,61706
2.367,60991
2.369,56174
2.372,58093
2.373,64146
2.375,52650
2.378,68042
2.379,54904
2.38,52223
2.381,63446
2.382,64504
2.382,59107
2.383,65183
2.384,64462
2.386,59223
2.388,58254
2.389,55413
2.39,78818
2.392,66555
2.393,71028
2.395,60229
2.397,82741
2.398,61572
2.401,50559
2.402,49786
2.404,63527
2.405,70272
2.407,65853
2.409,59530
2.41,75002
2.411,69005
2.412,56303
2.414,65009
2.417,60582
2.419,37005
2.42,59835
2.422,72215
2.424,71666
2.425,59969
2.425,67742
2.428,66349
2.43,53496
2.432,52857
2.433,61780
2.433,60339
2.435,63907
2.436,76930
2.437,55471
2.438,67508
2.439,100090
2.441,62138
2.442,65035
2.443,77209
2.444,66948
2.445,66850
2.446,85624
2.448,42254
2.45,54174
2.451,70302
2.451,56351
2.452,59792
2.453,66643
2.455,50764
2.456,64225
2.457,52677
2.458,59943
2.458,53633
2.461,39971
2.463,69837
2.464,64799
2.467,59250
2.468,86311
2.468,61930
2.47,50224
2.471,73412
2.472,64964
2.472,83286
2.474,52283
2.475,68110
2.477,62380
2.478,70253
2.479,56278
2.48,68698
2.48,61457
2.481,59026
2.483,60997
2.485,61693
2.486,67998
2.488,64349
2.489,65454
2.49,70084
2.491,70330
2.493,70092
2.494,73727
2.495,76673
2.497,47857
2.499,72097
2.499,66722
2.5,53444
2.503,51731
2.504,69628
2.505,82866
2.506,69799
2.508,67455
2.509,54061
2.511,62223
2.512,70942
2.512,67627
2.513,69574
2.514,62440
2.516,54910
2.517,50533
2.518,51725
2.519,71501
2.521,66373
2.522,82564
2.523,62500
2.524,52695
2.524,78817
2.527,62990
2.529,72302
2.529,58458
2.53,59849
2.531,93605
2.534,48250
2.535,63704
2.535,86351
2.538,62850
2.539,58165
2.541,58391
2.543,61042
2.544,71602
2.545,80679
2.546,73975
2.547,57692
2.548,66921
2.549,85010
2.55,53480
2.551,56504
2.552,55342
2.553,86939
2.554,52244
2.555,65409
2.557,70727
2.558,62957
2.559,61429
2.56,73358
